id,nombre,apellido,email,sexo,dimensions,requirements,longitude,latitude
59,Hyacintha,Lakenden,hlakenden1m@usa.gov,Female,"[{""name"":""Fuerza"",""score"":8},{""name"":""Destreza"",""score"":6},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":6}]","[{""name"":""linterna"",""score"":6},{""name"":""botas"",""score"":1},{""name"":""cuerda"",""score"":5},{""name"":""pala"",""score"":8},{""name"":""alta estatura"",""score"":3},{""name"":""guantes"",""score"":5},{""name"":""primeros auxilios"",""score"":7}]",-70.2454350452411,-26.7261417334753
60,Maurene,Gellert,mgellert1n@cnbc.com,Female,"[{""name"":""Fuerza"",""score"":6},{""name"":""Destreza"",""score"":8},{""name"":""Liderazgo"",""score"":8},{""name"":""Motivacion"",""score"":4},{""name"":""Conocimiento"",""score"":8}]","[{""name"":""linterna"",""score"":2},{""name"":""botas"",""score"":7},{""name"":""cuerda"",""score"":6},{""name"":""pala"",""score"":4},{""name"":""alta estatura"",""score"":5},{""name"":""guantes"",""score"":4},{""name"":""primeros auxilios"",""score"":7},{""name"":""condicion fisica"",""score"":8}]",-70.2973906478465,-26.8514995593117
61,Merrill,Dranfield,mdranfield1o@xinhuanet.com,Female,"[{""name"":""Fuerza"",""score"":4},{""name"":""Destreza"",""score"":9},{""name"":""Liderazgo"",""score"":3},{""name"":""Motivacion"",""score"":3},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":9},{""name"":""botas"",""score"":5},{""name"":""cuerda"",""score"":9},{""name"":""pala"",""score"":10},{""name"":""alta estatura"",""score"":7},{""name"":""guantes"",""score"":1},{""name"":""primeros auxilios"",""score"":4},{""name"":""condicion fisica"",""score"":10},{""name"":""casco"",""score"":3}]",-70.1510571724786,-26.3868851666705
62,Judd,Rentoll,jrentoll1p@technorati.com,Male,"[{""name"":""Fuerza"",""score"":1},{""name"":""Destreza"",""score"":3},{""name"":""Liderazgo"",""score"":1},{""name"":""Motivacion"",""score"":7},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":7},{""name"":""botas"",""score"":5},{""name"":""cuerda"",""score"":5},{""name"":""pala"",""score"":3},{""name"":""alta estatura"",""score"":6},{""name"":""guantes"",""score"":9},{""name"":""primeros auxilios"",""score"":8},{""name"":""condicion fisica"",""score"":10}]",-69.8867736217933,-26.277462516874
63,Iolanthe,Pexton,ipexton1q@biblegateway.com,Female,"[{""name"":""Fuerza"",""score"":7},{""name"":""Destreza"",""score"":2},{""name"":""Liderazgo"",""score"":8},{""name"":""Motivacion"",""score"":7},{""name"":""Conocimiento"",""score"":3}]","[{""name"":""linterna"",""score"":5},{""name"":""botas"",""score"":5},{""name"":""cuerda"",""score"":1},{""name"":""pala"",""score"":7},{""name"":""alta estatura"",""score"":7},{""name"":""guantes"",""score"":7},{""name"":""primeros auxilios"",""score"":8},{""name"":""condicion fisica"",""score"":4},{""name"":""casco"",""score"":8}]",-68.5512921752836,-25.3865481111081
64,Sigfrid,Oehm,soehm1r@infoseek.co.jp,Male,"[{""name"":""Fuerza"",""score"":6},{""name"":""Destreza"",""score"":2},{""name"":""Liderazgo"",""score"":3},{""name"":""Motivacion"",""score"":10},{""name"":""Conocimiento"",""score"":8}]","[{""name"":""linterna"",""score"":3},{""name"":""botas"",""score"":6},{""name"":""cuerda"",""score"":1},{""name"":""pala"",""score"":2},{""name"":""alta estatura"",""score"":5},{""name"":""guantes"",""score"":2}]",-70.3688081770495,-28.3549575695518
65,Hetty,Drake,hdrake1s@craigslist.org,Female,"[{""name"":""Fuerza"",""score"":3},{""name"":""Destreza"",""score"":10},{""name"":""Liderazgo"",""score"":3},{""name"":""Motivacion"",""score"":10},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":1},{""name"":""botas"",""score"":10},{""name"":""cuerda"",""score"":3}]",-70.7526499673409,-28.844489161888
66,Forster,Nehls,fnehls1t@homestead.com,Male,"[{""name"":""Fuerza"",""score"":8},{""name"":""Destreza"",""score"":7},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":9},{""name"":""Conocimiento"",""score"":5}]","[{""name"":""linterna"",""score"":6}]",-70.2406703751765,-28.5704271538995
67,Artemas,D'Orsay,adorsay1u@smh.com.au,Male,"[{""name"":""Fuerza"",""score"":2},{""name"":""Destreza"",""score"":9},{""name"":""Liderazgo"",""score"":1},{""name"":""Motivacion"",""score"":8},{""name"":""Conocimiento"",""score"":8}]","[{""name"":""linterna"",""score"":10},{""name"":""botas"",""score"":7},{""name"":""cuerda"",""score"":8},{""name"":""pala"",""score"":8},{""name"":""alta estatura"",""score"":2},{""name"":""guantes"",""score"":6},{""name"":""primeros auxilios"",""score"":7}]",-70.1935048455151,-29.2804234339587
68,Sidonnie,Fildes,sfildes1v@timesonline.co.uk,Female,"[{""name"":""Fuerza"",""score"":6},{""name"":""Destreza"",""score"":6},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":8},{""name"":""Conocimiento"",""score"":3}]","[{""name"":""linterna"",""score"":4},{""name"":""botas"",""score"":6},{""name"":""cuerda"",""score"":6},{""name"":""pala"",""score"":4},{""name"":""alta estatura"",""score"":1},{""name"":""guantes"",""score"":10},{""name"":""primeros auxilios"",""score"":7}]",-70.2811474811271,-29.315883118525
69,Myrtie,Stainer,mstainer1w@t-online.de,Female,"[{""name"":""Fuerza"",""score"":2},{""name"":""Destreza"",""score"":6},{""name"":""Liderazgo"",""score"":1},{""name"":""Motivacion"",""score"":6},{""name"":""Conocimiento"",""score"":5}]","[{""name"":""linterna"",""score"":7},{""name"":""botas"",""score"":3},{""name"":""cuerda"",""score"":5}]",-70.1984600696183,-28.6304051914145
70,Carlynne,Schwaiger,cschwaiger1x@paginegialle.it,Female,"[{""name"":""Fuerza"",""score"":10},{""name"":""Destreza"",""score"":6},{""name"":""Liderazgo"",""score"":5},{""name"":""Motivacion"",""score"":8},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":1}]",-71.1668367891623,-29.1311568550481
71,Adan,Hallgath,ahallgath1y@jugem.jp,Male,"[{""name"":""Fuerza"",""score"":6},{""name"":""Destreza"",""score"":2},{""name"":""Liderazgo"",""score"":1},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":5}]","[{""name"":""linterna"",""score"":6},{""name"":""botas"",""score"":3},{""name"":""cuerda"",""score"":6},{""name"":""pala"",""score"":7},{""name"":""alta estatura"",""score"":3},{""name"":""guantes"",""score"":8},{""name"":""primeros auxilios"",""score"":3}]",-71.3076390444792,-29.1277618126214
72,Teodor,Dinzey,tdinzey1z@edublogs.org,Male,"[{""name"":""Fuerza"",""score"":2},{""name"":""Destreza"",""score"":6},{""name"":""Liderazgo"",""score"":8},{""name"":""Motivacion"",""score"":3},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":4},{""name"":""botas"",""score"":3},{""name"":""cuerda"",""score"":4},{""name"":""pala"",""score"":10},{""name"":""alta estatura"",""score"":7},{""name"":""guantes"",""score"":10}]",-71.0449724352433,-28.5863489329575
73,Tammi,Leftridge,tleftridge20@ucoz.com,Female,"[{""name"":""Fuerza"",""score"":1},{""name"":""Destreza"",""score"":9},{""name"":""Liderazgo"",""score"":3},{""name"":""Motivacion"",""score"":7},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":2},{""name"":""botas"",""score"":8},{""name"":""cuerda"",""score"":5},{""name"":""pala"",""score"":10},{""name"":""alta estatura"",""score"":9},{""name"":""guantes"",""score"":2},{""name"":""primeros auxilios"",""score"":2}]",-70.8208232547093,-28.2370463433832
74,Dorene,Ellif,dellif21@huffingtonpost.com,Female,"[{""name"":""Fuerza"",""score"":7},{""name"":""Destreza"",""score"":9},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":10},{""name"":""Conocimiento"",""score"":2}]","[{""name"":""linterna"",""score"":10}]",-71.1415142508672,-28.1459447418787
75,Pincas,Martineau,pmartineau22@adobe.com,Male,"[{""name"":""Fuerza"",""score"":6},{""name"":""Destreza"",""score"":5},{""name"":""Liderazgo"",""score"":2},{""name"":""Motivacion"",""score"":5},{""name"":""Conocimiento"",""score"":7}]","[{""name"":""linterna"",""score"":3},{""name"":""botas"",""score"":8},{""name"":""cuerda"",""score"":7},{""name"":""pala"",""score"":9},{""name"":""alta estatura"",""score"":1},{""name"":""guantes"",""score"":2},{""name"":""primeros auxilios"",""score"":6}]",-71.1218636353483,-28.1106584075568
76,Percy,Dressel,pdressel23@miibeian.gov.cn,Male,"[{""name"":""Fuerza"",""score"":9},{""name"":""Destreza"",""score"":9},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":5},{""name"":""Conocimiento"",""score"":5}]","[{""name"":""linterna"",""score"":2},{""name"":""botas"",""score"":8}]",-71.2380925362844,-29.7665745049008
77,Cecil,Spore,cspore24@1und1.de,Male,"[{""name"":""Fuerza"",""score"":6},{""name"":""Destreza"",""score"":3},{""name"":""Liderazgo"",""score"":3},{""name"":""Motivacion"",""score"":7},{""name"":""Conocimiento"",""score"":3}]","[{""name"":""linterna"",""score"":4}]",-70.9883455087712,-29.6269480303796
78,Abbey,Edland,aedland25@redcross.org,Male,"[{""name"":""Fuerza"",""score"":9},{""name"":""Destreza"",""score"":3},{""name"":""Liderazgo"",""score"":10},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":1},{""name"":""botas"",""score"":6},{""name"":""cuerda"",""score"":8},{""name"":""pala"",""score"":4}]",-71.0803276417676,-29.7831113610666
79,Lorne,Jewiss,ljewiss26@a8.net,Female,"[{""name"":""Fuerza"",""score"":6},{""name"":""Destreza"",""score"":8},{""name"":""Liderazgo"",""score"":10},{""name"":""Motivacion"",""score"":9},{""name"":""Conocimiento"",""score"":8}]","[{""name"":""linterna"",""score"":8}]",-71.3927035063526,-30.1962219109587
80,Tony,Worsom,tworsom27@reference.com,Male,"[{""name"":""Fuerza"",""score"":4},{""name"":""Destreza"",""score"":10},{""name"":""Liderazgo"",""score"":1},{""name"":""Motivacion"",""score"":5},{""name"":""Conocimiento"",""score"":3}]","[{""name"":""linterna"",""score"":4},{""name"":""botas"",""score"":3},{""name"":""cuerda"",""score"":10},{""name"":""pala"",""score"":7}]",-71.5502515235677,-30.3260343191903
81,Perkin,Pilsworth,ppilsworth28@elpais.com,Male,"[{""name"":""Fuerza"",""score"":10},{""name"":""Destreza"",""score"":2},{""name"":""Liderazgo"",""score"":5},{""name"":""Motivacion"",""score"":5},{""name"":""Conocimiento"",""score"":7}]","[{""name"":""linterna"",""score"":10},{""name"":""botas"",""score"":8},{""name"":""cuerda"",""score"":3},{""name"":""pala"",""score"":4}]",-71.3921062366543,-29.9982940160371
82,Link,Roulston,lroulston29@weibo.com,Male,"[{""name"":""Fuerza"",""score"":10},{""name"":""Destreza"",""score"":10},{""name"":""Liderazgo"",""score"":7},{""name"":""Motivacion"",""score"":7},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":3},{""name"":""botas"",""score"":7},{""name"":""cuerda"",""score"":10},{""name"":""pala"",""score"":3},{""name"":""alta estatura"",""score"":7},{""name"":""guantes"",""score"":3},{""name"":""primeros auxilios"",""score"":2},{""name"":""condicion fisica"",""score"":2},{""name"":""casco"",""score"":4}]",-71.0721800289111,-30.2151788011905
83,Meriel,Wearne,mwearne2a@hao123.com,Female,"[{""name"":""Fuerza"",""score"":3},{""name"":""Destreza"",""score"":7},{""name"":""Liderazgo"",""score"":8},{""name"":""Motivacion"",""score"":5},{""name"":""Conocimiento"",""score"":9}]","[{""name"":""linterna"",""score"":3},{""name"":""botas"",""score"":7},{""name"":""cuerda"",""score"":3},{""name"":""pala"",""score"":8},{""name"":""alta estatura"",""score"":7},{""name"":""guantes"",""score"":5}]",-71.0894119670337,-30.2034013673868
84,Shepperd,Jahan,sjahan2b@blogger.com,Male,"[{""name"":""Fuerza"",""score"":9},{""name"":""Destreza"",""score"":7},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":9},{""name"":""Conocimiento"",""score"":5}]","[{""name"":""linterna"",""score"":2},{""name"":""botas"",""score"":8},{""name"":""cuerda"",""score"":3},{""name"":""pala"",""score"":7},{""name"":""alta estatura"",""score"":3}]",-71.070114096659,-30.2122569350095
85,Decca,Trunkfield,dtrunkfield2c@ning.com,Male,"[{""name"":""Fuerza"",""score"":10},{""name"":""Destreza"",""score"":6},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":9},{""name"":""Conocimiento"",""score"":5}]","[{""name"":""linterna"",""score"":3},{""name"":""botas"",""score"":3},{""name"":""cuerda"",""score"":8}]",-70.7068450924617,-29.1553873403291
86,Penrod,Jakov,pjakov2d@opera.com,Male,"[{""name"":""Fuerza"",""score"":4},{""name"":""Destreza"",""score"":6},{""name"":""Liderazgo"",""score"":3},{""name"":""Motivacion"",""score"":5},{""name"":""Conocimiento"",""score"":2}]","[{""name"":""linterna"",""score"":9},{""name"":""botas"",""score"":3},{""name"":""cuerda"",""score"":8},{""name"":""pala"",""score"":1},{""name"":""alta estatura"",""score"":9},{""name"":""guantes"",""score"":4},{""name"":""primeros auxilios"",""score"":5},{""name"":""condicion fisica"",""score"":10}]",-70.6179477575569,-29.3101717907049
87,Bobette,Thackham,bthackham2e@msn.com,Female,"[{""name"":""Fuerza"",""score"":2},{""name"":""Destreza"",""score"":9},{""name"":""Liderazgo"",""score"":4},{""name"":""Motivacion"",""score"":1},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":6},{""name"":""botas"",""score"":3},{""name"":""cuerda"",""score"":10},{""name"":""pala"",""score"":4},{""name"":""alta estatura"",""score"":1},{""name"":""guantes"",""score"":9},{""name"":""primeros auxilios"",""score"":2},{""name"":""condicion fisica"",""score"":3}]",-70.879066043024,-29.3540197903298
88,Estevan,Norridge,enorridge2f@discovery.com,Male,"[{""name"":""Fuerza"",""score"":5},{""name"":""Destreza"",""score"":5},{""name"":""Liderazgo"",""score"":2},{""name"":""Motivacion"",""score"":1},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":2}]",-70.4104719163283,-30.0846661145189
89,Salim,Clague,sclague2g@google.de,Male,"[{""name"":""Fuerza"",""score"":2},{""name"":""Destreza"",""score"":9},{""name"":""Liderazgo"",""score"":6},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":5}]","[{""name"":""linterna"",""score"":6},{""name"":""botas"",""score"":7},{""name"":""cuerda"",""score"":8}]",-70.3235310626972,-30.3462776182248
90,Brandi,Wakenshaw,bwakenshaw2h@adobe.com,Female,"[{""name"":""Fuerza"",""score"":5},{""name"":""Destreza"",""score"":3},{""name"":""Liderazgo"",""score"":8},{""name"":""Motivacion"",""score"":3},{""name"":""Conocimiento"",""score"":3}]","[{""name"":""linterna"",""score"":5},{""name"":""botas"",""score"":6},{""name"":""cuerda"",""score"":9},{""name"":""pala"",""score"":3},{""name"":""alta estatura"",""score"":5},{""name"":""guantes"",""score"":1},{""name"":""primeros auxilios"",""score"":5}]",-70.3898936380358,-30.0177966722995
91,Alexander,Porcher,aporcher2i@hugedomains.com,Male,"[{""name"":""Fuerza"",""score"":2},{""name"":""Destreza"",""score"":9},{""name"":""Liderazgo"",""score"":1},{""name"":""Motivacion"",""score"":9},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":1},{""name"":""botas"",""score"":4},{""name"":""cuerda"",""score"":10},{""name"":""pala"",""score"":4}]",-70.671949001224,-29.8985022994233
92,Bayard,Padrick,bpadrick2j@weibo.com,Male,"[{""name"":""Fuerza"",""score"":1},{""name"":""Destreza"",""score"":6},{""name"":""Liderazgo"",""score"":4},{""name"":""Motivacion"",""score"":10},{""name"":""Conocimiento"",""score"":5}]","[{""name"":""linterna"",""score"":3},{""name"":""botas"",""score"":9}]",-70.3789544337976,-29.6969414591747
93,Ole,Scheffel,oscheffel2k@unicef.org,Male,"[{""name"":""Fuerza"",""score"":7},{""name"":""Destreza"",""score"":5},{""name"":""Liderazgo"",""score"":7},{""name"":""Motivacion"",""score"":5},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":4},{""name"":""botas"",""score"":9},{""name"":""cuerda"",""score"":8},{""name"":""pala"",""score"":8},{""name"":""alta estatura"",""score"":3}]",-70.0617087830759,-29.6843427707088
94,Pavel,Livard,plivard2l@networksolutions.com,Male,"[{""name"":""Fuerza"",""score"":1},{""name"":""Destreza"",""score"":7},{""name"":""Liderazgo"",""score"":10},{""name"":""Motivacion"",""score"":1},{""name"":""Conocimiento"",""score"":9}]","[{""name"":""linterna"",""score"":3},{""name"":""botas"",""score"":1},{""name"":""cuerda"",""score"":8},{""name"":""pala"",""score"":4},{""name"":""alta estatura"",""score"":5},{""name"":""guantes"",""score"":4},{""name"":""primeros auxilios"",""score"":5}]",-71.1683667794431,-31.6921168766856
95,Ardith,Mee,amee2m@techcrunch.com,Female,"[{""name"":""Fuerza"",""score"":1},{""name"":""Destreza"",""score"":1},{""name"":""Liderazgo"",""score"":1},{""name"":""Motivacion"",""score"":6},{""name"":""Conocimiento"",""score"":9}]","[{""name"":""linterna"",""score"":4},{""name"":""botas"",""score"":10},{""name"":""cuerda"",""score"":9},{""name"":""pala"",""score"":2},{""name"":""alta estatura"",""score"":2},{""name"":""guantes"",""score"":1},{""name"":""primeros auxilios"",""score"":7},{""name"":""condicion fisica"",""score"":6}]",-70.9211166458406,-31.3705032417471
96,Hayes,Melloi,hmelloi2n@arstechnica.com,Male,"[{""name"":""Fuerza"",""score"":9},{""name"":""Destreza"",""score"":6},{""name"":""Liderazgo"",""score"":10},{""name"":""Motivacion"",""score"":3},{""name"":""Conocimiento"",""score"":3}]","[{""name"":""linterna"",""score"":3},{""name"":""botas"",""score"":1},{""name"":""cuerda"",""score"":9},{""name"":""pala"",""score"":8},{""name"":""alta estatura"",""score"":4},{""name"":""guantes"",""score"":3},{""name"":""primeros auxilios"",""score"":4},{""name"":""condicion fisica"",""score"":3},{""name"":""casco"",""score"":8}]",-70.9685973169541,-31.4111460351098
97,Arlene,Punt,apunt2o@fc2.com,Female,"[{""name"":""Fuerza"",""score"":8},{""name"":""Destreza"",""score"":3},{""name"":""Liderazgo"",""score"":8},{""name"":""Motivacion"",""score"":5},{""name"":""Conocimiento"",""score"":3}]","[{""name"":""linterna"",""score"":3}]",-71.4652564622405,-31.4691193230171
98,Egor,Isaq,eisaq2p@harvard.edu,Male,"[{""name"":""Fuerza"",""score"":5},{""name"":""Destreza"",""score"":10},{""name"":""Liderazgo"",""score"":2},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":2}]","[{""name"":""linterna"",""score"":7},{""name"":""botas"",""score"":3},{""name"":""cuerda"",""score"":3},{""name"":""pala"",""score"":10},{""name"":""alta estatura"",""score"":2},{""name"":""guantes"",""score"":2},{""name"":""primeros auxilios"",""score"":5},{""name"":""condicion fisica"",""score"":2}]",-71.5970030697364,-31.253376829326
